rusticate-download-rust-codebases
Started at: Instant { tv_sec: 61917, tv_nsec: 55522505 }
Settings:
  Input: analyses/top1100_unique_repos.txt
  Output: /home/milnes/projects/RustCodebases
  Jobs: 8
  Shallow: true
  GitHub only: true
  Skip existing: true
  Dry run: false
  Max repos: None
  Start at: 0

Loaded 1087 repositories

Cloning 1087 repositories with 8 parallel jobs...
[T5] ✓ Cloned 90/1087: ruuda/thread-id
[T6] ✓ Cloned 91/1087: gendx/lzma-rs
[T7] ✓ Cloned 92/1087: dbrgn/tracing-test
[T5] ✓ Cloned 93/1087: sfackler/shell-escape
[T5] ⊘ Skipped 741: KillingSpark/zstd-rs (already exists)
[T6] ✓ Cloned 94/1087: fede1024/rust-rdkafka
[T5] ✓ Cloned 95/1087: zkat/supports-color
[T6] ✓ Cloned 96/1087: zkcrypto/merlin
[T5] ✓ Cloned 97/1087: servo/rust-cssparser
[T6] ✓ Cloned 98/1087: mxinden/asynchronous-codec
[T5] ✓ Cloned 99/1087: tiny-http/tiny-http
[T6] ✓ Cloned 100/1087: SSheldon/rust-block
[T5] ✓ Cloned 101/1087: luser/strip-ansi-escapes
[T6] ✓ Cloned 102/1087: diesel-rs/diesel
[T6] ✓ Cloned 103/1087: djc/bb8
[T6] ✓ Cloned 104/1087: mitsuhiko/similar-asserts
[T6] ✓ Cloned 105/1087: prometheus/client_rust
[T6] ✓ Cloned 106/1087: rust-util-collections/vsdb
[T7] ✓ Cloned 107/1087: rusoto/rusoto
[T6] ✓ Cloned 108/1087: FillZpp/sys-info-rs
[T7] ✓ Cloned 109/1087: paritytech/yamux
[T7] ✓ Cloned 110/1087: garro95/priority-queue
[T6] ✓ Cloned 111/1087: conradkleinespel/duck
[T7] ✓ Cloned 112/1087: judemille/rust-uritemplate
[T6] ✓ Cloned 113/1087: alexheretic/ab-glyph
[T7] ✓ Cloned 114/1087: dzamlo/rust-bitfield
[T6] ✓ Cloned 115/1087: oxidecomputer/serde_tokenstream
[T7] ✓ Cloned 116/1087: mitsuhiko/serde-plain
[T6] ✓ Cloned 117/1087: Byron/open-rs
[T7] ✓ Cloned 118/1087: rust-mobile/android_log-sys-rs
[T6] ✓ Cloned 119/1087: maciejhirsz/json-rust
[T7] ✓ Cloned 120/1087: TrueLayer/task-local-extensions
[T7] ✓ Cloned 121/1087: ModProg/proc-macro-utils
[T6] ✓ Cloned 122/1087: dtolnay/typetag
[T7] ✓ Cloned 123/1087: docopt/docopt.rs
[T6] ✓ Cloned 124/1087: spacejam/sled
[T7] ✓ Cloned 125/1087: Manishearth/array-init
[T7] ⊘ Skipped 742: slog-rs/json (already exists)
[T7] ⊘ Skipped 743: alexcrichton/backtrace-rs (already exists)
[T6] ✓ Cloned 126/1087: abonander/multipart
[T7] ✓ Cloned 127/1087: Boshen/unicode-id-start
[T6] ✓ Cloned 128/1087: Xuanwo/backon
[T7] ✓ Cloned 129/1087: DanielKeep/rust-custom-derive
[T6] ✓ Cloned 130/1087: graphql-rust/graphql-client
[T7] ✓ Cloned 131/1087: fussybeaver/bollard
[T6] ✓ Cloned 132/1087: nuxinl/cloudabi
[T7] ✓ Cloned 133/1087: japaric/cty
[T6] ✓ Cloned 134/1087: thomcc/rust-more-asserts
[T7] ✓ Cloned 135/1087: blackbeam/rust-crc16
[T6] ✓ Cloned 136/1087: rhysd/path-slash
[T7] ✓ Cloned 137/1087: haraldh/rust_uds_windows
[T6] ✓ Cloned 138/1087: iamcodemaker/console_log
[T7] ✓ Cloned 139/1087: vorot93/fastrlp
[T6] ✓ Cloned 140/1087: drakulix/simplelog.rs
[T7] ✓ Cloned 141/1087: SSheldon/rust-dispatch
[T6] ✓ Cloned 142/1087: baoyachi/sha256-rs
[T6] ✓ Cloned 143/1087: rust-lang/rustc-serialize
[T7] ✓ Cloned 144/1087: oxidecomputer/typify
[T7] ✓ Cloned 145/1087: Kimundi/scoped-threadpool-rs
[T6] ✓ Cloned 146/1087: kornelski/imgref
[T6] ✓ Cloned 147/1087: sarah-ek/equator
[T7] ✓ Cloned 148/1087: httpmock/httpmock
[T6] ✓ Cloned 149/1087: bincode-org/virtue
[T7] ✓ Cloned 150/1087: quininer/futures-rustls
[T6] ✓ Cloned 151/1087: johnstonskj/rust-email_address
[T7] ✓ Cloned 152/1087: dtolnay/ghost
[T6] ✓ Cloned 153/1087: Kimundi/owning-ref-rs
[T7] ✓ Cloned 154/1087: fitzgen/inlinable_string
[T6] ✓ Cloned 155/1087: kevinmehall/rust-peg
[T7] ✓ Cloned 156/1087: diwic/dbus-rs
[T6] ✓ Cloned 157/1087: influxdata/pbjson
[T7] ✓ Cloned 158/1087: Diggsey/rust-field-offset
[T6] ✓ Cloned 159/1087: zkat/supports-hyperlinks
[T7] ✓ Cloned 160/1087: rust-netlink/netlink-proto
[T6] ✓ Cloned 161/1087: wooorm/levenshtein-rs
[T7] ✓ Cloned 162/1087: estk/log4rs
[T6] ✓ Cloned 163/1087: multiformats/rust-multiaddr
[T7] ✓ Cloned 164/1087: ash-rs/ash
[T6] ✓ Cloned 165/1087: rust-lang/annotate-snippets-rs
[T6] ✓ Cloned 166/1087: tailhook/cpu-time
[T7] ✓ Cloned 167/1087: pelikan-io/rustcommon
[T5] ✓ Cloned 168/1087: etemesi254/zune-image
[T6] ✓ Cloned 169/1087: zkat/supports-unicode
[T7] ✓ Cloned 170/1087: maciejhirsz/tiny-bip39
[T5] ✓ Cloned 171/1087: randomites/plain
[T6] ✓ Cloned 172/1087: jbaublitz/neli
[T7] ✓ Cloned 173/1087: servo/euclid
[T5] ✓ Cloned 174/1087: rust-fuzz/libfuzzer
[T6] ✓ Cloned 175/1087: dylanede/cassowary-rs
[T7] ✓ Cloned 176/1087: paritytech/jsonrpsee
[T5] ✓ Cloned 177/1087: dtolnay/dissimilar
[T7] ✓ Cloned 178/1087: alexliesenfeld/async-object-pool
[T5] ✓ Cloned 179/1087: debris/rustc-hex
[T6] ✓ Cloned 180/1087: azure/azure-sdk-for-rust
[T5] ✓ Cloned 181/1087: rust-embedded/critical-section
[T7] ✓ Cloned 182/1087: phsym/prettytable-rs
[T6] ✓ Cloned 183/1087: alexcrichton/gcc-rs
[T5] ✓ Cloned 184/1087: tomaka/wasm-timer
[T7] ✓ Cloned 185/1087: danielhenrymantilla/macro_rules_attribute-rs
[T6] ✓ Cloned 186/1087: rustls/rustls-platform-verifier
[T5] ✓ Cloned 187/1087: tokio-rs/tokio-metrics
[T7] ✓ Cloned 188/1087: Byron/pulldown-cmark-to-cmark
[T6] ✓ Cloned 189/1087: tredoe/ascii_utils
[T7] ✓ Cloned 190/1087: shssoichiro/maybe-rayon
[T5] ✓ Cloned 191/1087: bbqsrc/core2
[T6] ✓ Cloned 192/1087: sbstp/attohttpc
[T7] ✓ Cloned 193/1087: DanielKeep/rust-conv
[T5] ✓ Cloned 194/1087: rust-embedded/embedded-hal
[T6] ✓ Cloned 195/1087: metalbear-co/hyper-http-proxy
[T5] ✓ Cloned 196/1087: idanarye/rust-smart-default
[T7] ✓ Cloned 197/1087: rust-av/v_frame
[T6] ✓ Cloned 198/1087: rust-osdev/spinning_top
[T5] ✓ Cloned 199/1087: sfackler/scheduled-thread-pool
[T7] ✓ Cloned 200/1087: lu-zero/noop_proc_macro
[T7] ✓ Cloned 201/1087: ModProg/attribute-derive
[T5] ✓ Cloned 202/1087: rust-windowing/winit
[T7] ✓ Cloned 203/1087: Phundrak/output-vt100-rs
[T5] ✓ Cloned 204/1087: lifthrasiir/num-cmp
[T7] ✓ Cloned 205/1087: ModProg/quote-use
[T5] ✓ Cloned 206/1087: polyfill-rs/once_cell_polyfill
[T7] ✓ Cloned 207/1087: rust-windowing/android-ndk-rs
[T5] ✓ Cloned 208/1087: thk1/send_wrapper
[T7] ✓ Cloned 209/1087: lu-zero/arg_enum_proc_macro
[T5] ✓ Cloned 210/1087: ModProg/derive-where
[T7] ✓ Cloned 211/1087: rust-mobile/android_logger-rs
[T7] ✓ Cloned 212/1087: est31/serde-big-array
[T5] ✓ Cloned 213/1087: rustsec/rustsec
[T5] ✓ Cloned 214/1087: jaemk/cached
[T7] ✓ Cloned 215/1087: juhaku/utoipa
[T5] ✓ Cloned 216/1087: hickory-dns/hickory-dns
[T7] ✓ Cloned 217/1087: neoeinstein/stats_alloc
[T5] ✓ Cloned 218/1087: lipanski/mockito
[T7] ✓ Cloned 219/1087: kornelski/avif-serialize
[T7] ✓ Cloned 220/1087: rust-av/av1-grain
[T5] ✓ Cloned 221/1087: RazrFalcon/roxmltree
[T7] ✓ Cloned 222/1087: taiki-e/syn-mid
[T7] ✓ Cloned 223/1087: notriddle/rust-float-ord
[T5] ✓ Cloned 224/1087: aldanor/qoi-rust
[T7] ✓ Cloned 225/1087: lu-zero/simd_helpers
[T5] ✓ Cloned 226/1087: TrueLayer/retry-policies
[T7] ✓ Cloned 227/1087: addr-rs/addr
[T6] ✓ Cloned 228/1087: swc-project/swc
[T5] ✓ Cloned 229/1087: daboross/fern
[T7] ✓ Cloned 230/1087: staedoix/collection_literals
[T7] ⊘ Skipped 744: stjepang/async-lock (already exists)
[T5] ✓ Cloned 231/1087: danburkert/memmap-rs
[T6] ✓ Cloned 232/1087: jamesmunns/postcard
[T7] ✓ Cloned 233/1087: ModProg/interpolator
[T7] ✓ Cloned 234/1087: wolandr/pretty-hex
[T6] ✓ Cloned 235/1087: amodm/webbrowser-rs
[T5] ✓ Cloned 236/1087: smithay/client-toolkit
[T7] ✓ Cloned 237/1087: kornelski/cavif-rs
[T6] ✓ Cloned 238/1087: smol-rs/async-net
[T5] ✓ Cloned 239/1087: rust-bitcoin/rust-bech32
[T5] ✓ Cloned 240/1087: DoumanAsh/clipboard-win
[T6] ✓ Cloned 241/1087: 1Password/arboard
[T5] ✓ Cloned 242/1087: dtolnay/serde-ignored
[T6] ✓ Cloned 243/1087: rust-analyzer/expect-test
[T7] ✓ Cloned 244/1087: gfx-rs/wgpu
[T6] ✓ Cloned 245/1087: fflorent/nom_locate
[T5] ✓ Cloned 246/1087: madsmtm/objc2
[T7] ✓ Cloned 247/1087: kezhuw/zookeeper-client-rust
[T5] ✓ Cloned 248/1087: upsuper/dtoa-short
[T6] ✓ Cloned 249/1087: rhysd/tinyjson
[T5] ✓ Cloned 250/1087: elinorbgr/dlib
[T6] ✓ Cloned 251/1087: enarx/flagset
[T6] ✓ Cloned 252/1087: rust-netlink/netlink-sys
[T7] ✓ Cloned 253/1087: xiph/rav1e
[T5] ✓ Cloned 254/1087: aclysma/profiling
[T6] ✓ Cloned 255/1087: abonander/buf_redux
[T7] ✓ Cloned 256/1087: sticnarf/tokio-socks
[T5] ✓ Cloned 257/1087: tailhook/serde-regex
[T6] ✓ Cloned 258/1087: tuffy/bitstream-io
[T5] ✓ Cloned 259/1087: tikv/pprof-rs
[T7] ✓ Cloned 260/1087: LeoBorai/local-ip-address
[T6] ✓ Cloned 261/1087: Kyuuhachi/syn_derive
[T7] ✓ Cloned 262/1087: sfackler/rust-log-mdc
[T5] ✓ Cloned 263/1087: AltF02/x11-rs
[T7] ✓ Cloned 264/1087: hanmertens/dary_heap
[T6] ✓ Cloned 265/1087: paritytech/scale-info
[T5] ✓ Cloned 266/1087: badboy/iso8601
[T6] ✓ Cloned 267/1087: QEDK/configparser-rs
[T5] ✓ Cloned 268/1087: async-rs/async-attributes
[T7] ✓ Cloned 269/1087: unicode-rs/unicode-script
[T6] ✓ Cloned 270/1087: dtolnay/enumn
[T7] ✓ Cloned 271/1087: messense/if-addrs
[T5] ✓ Cloned 272/1087: WanzenBug/rle-decode-helper
[T6] ✓ Cloned 273/1087: rust-netlink/netlink-packet-core
[T5] ✓ Cloned 274/1087: andrewhickman/prost-reflect
[T7] ✓ Cloned 275/1087: emabee/flexi_logger
[T6] ✓ Cloned 276/1087: slog-rs/scope
[T7] ✓ Cloned 277/1087: dunmatt/no-std-net
[T5] ✓ Cloned 278/1087: tokio-rs/io-uring
[T5] ✓ Cloned 279/1087: al8n/fs4-rs
[T7] ✓ Cloned 280/1087: koute/stdweb
[T5] ✓ Cloned 281/1087: dtolnay/serde-untagged
[T5] ✓ Cloned 282/1087: zkat/is_ci
[T5] ✓ Cloned 283/1087: bitshifter/glam-rs
[T5] ✓ Cloned 284/1087: sarah-ek/aligned-vec
[T7] ✓ Cloned 285/1087: apache/datafusion
[T7] ✓ Cloned 286/1087: statrs-dev/statrs
[T7] ✓ Cloned 287/1087: sru-systems/rust-argon2
[T5] ✓ Cloned 288/1087: maciejhirsz/logos
[T7] ✓ Cloned 289/1087: rust-netlink/rtnetlink
[T5] ✓ Cloned 290/1087: sqlparser-rs/sqlparser-rs
[T7] ✓ Cloned 291/1087: smithay/calloop-wayland-source
[T5] ✓ Cloned 292/1087: paritytech/libsecp256k1
[T7] ✓ Cloned 293/1087: iddm/serde-aux
[T5] ✓ Cloned 294/1087: softprops/hyperlocal
[T7] ✓ Cloned 295/1087: staktrace/quoted-printable
[T7] ✓ Cloned 296/1087: RazrFalcon/strict-num
[T5] ✓ Cloned 297/1087: Smithay/calloop
[T7] ✓ Cloned 298/1087: fnichol/names
[T7] ⊘ Skipped 745: awslabs/smithy-rs (already exists)
[T5] ✓ Cloned 299/1087: JohnTitor/mach2
[T7] ✓ Cloned 300/1087: Michael-F-Bryan/ffi_helpers
[T5] ✓ Cloned 301/1087: alexheretic/owned-ttf-parser
[T7] ✓ Cloned 302/1087: lifthrasiir/rust-encoding
[T5] ✓ Cloned 303/1087: psychon/x11rb
[T7] ✓ Cloned 304/1087: dimbleby/mio-extras
[T5] ✓ Cloned 305/1087: icorderi/rust-uname
[T7] ✓ Cloned 306/1087: SergioBenitez/state
[T5] ✓ Cloned 307/1087: stepancheg/rust-protobuf
[T7] ✓ Cloned 308/1087: elastic/elasticsearch-rs
[T5] ✓ Cloned 309/1087: oconnor663/shared_child.rs
[T7] ✓ Cloned 310/1087: nlordell/ethnum-rs
[T7] ✓ Cloned 311/1087: frozenlib/structmeta
[T7] ✓ Cloned 312/1087: rust-bitcoin/hex-conservative
[T7] ✓ Cloned 313/1087: andreasots/base32
[T7] ✓ Cloned 314/1087: paritytech/jsonrpc
[T5] ✓ Cloned 315/1087: bytecodealliance/wasmtime
[T7] ✓ Cloned 316/1087: BurntSushi/fst
[T5] ✓ Cloned 317/1087: danieldg/ordered-stream
[T7] ✓ Cloned 318/1087: hniksic/rust-subprocess
[T5] ✓ Cloned 319/1087: NervosFoundation/faster-hex
[T7] ✓ Cloned 320/1087: veddan/rust-htmlescape
[T5] ✓ Cloned 321/1087: servo/stylo
[T7] ✓ Cloned 322/1087: stbuehler/rust-cidr
[T7] ✓ Cloned 323/1087: softprops/treeline
[T5] ✓ Cloned 324/1087: rust-bitcoin/rust-bitcoin
[T7] ✓ Cloned 325/1087: actix/actix
[T5] ✓ Cloned 326/1087: DoumanAsh/error-code
[T5] ✓ Cloned 327/1087: jonhoo/inferno
[T5] ✓ Cloned 328/1087: image-rs/deflate-rs
[T5] ⊘ Skipped 746: tokio-rs/console (already exists)
[T5] ✓ Cloned 329/1087: image-rs/image-webp
[T5] ✓ Cloned 330/1087: EVaillant/lockfree-object-pool
[T5] ✓ Cloned 331/1087: cobalt-org/kstring
[T5] ✓ Cloned 332/1087: tafia/quick-protobuf
[T5] ✓ Cloned 333/1087: trifectatechfoundation/zlib-rs
[T5] ✓ Cloned 334/1087: brunoczim/fslock
[T5] ✓ Cloned 335/1087: smol-rs/cache-padded
[T5] ✓ Cloned 336/1087: lukaslueg/built
[T5] ✓ Cloned 337/1087: kkawakam/rustyline
[T5] ✓ Cloned 338/1087: nearprotocol/borsh
[T5] ✓ Cloned 339/1087: iwillspeak/rust-onig
[T5] ✓ Cloned 340/1087: anatawa12/deflate64-rs

=== Summary ===
Total repositories: 1087
  Cloned:           340
  Skipped:          746
  Failed:           1
Completed in 126746 ms.
